fomula,homo,lumo,band gap,cosmoname,cosmodata
NaRbCsCsSnFFFClII,-0.17018,-0.05752,0.11266,Carbon tetrachloride,2.2380
NaRbCsCsSnFFFFBrBr,-0.17377,-0.02938,0.14439,Methylene chloride,9.0800
NaRbCsCsSnFFFFClBr,-0.16627,-0.03798,0.12829,Diethyl ether,4.3350
NaRbCsCsSnFFFFClI,-0.16903,-0.02461,0.14442,Methylene chloride,9.0800
NaRbCsCsSnFFFFFBr,-0.20372,-0.03922,0.1645,Water,78.5400
NaRbCsCsSnFFFFFF,-0.17638,-0.03044,0.14594,Acetone,20.7000
NaRbCsCsSnFFFFFI,-0.17161,-0.03153,0.14008,Methanol,32.6300
NaRbCsCsSnFFIIII,-0.18256,-0.05994,0.12262,Acetone,20.7000
NaRbRbCsGeBrBrBrBrBrI,-0.1954,-0.07162,0.12378,Dimethyl sulfoxide,46.7000
NaRbRbCsGeBrBrBrBrII,-0.19172,-0.06943,0.12229,Pyridine,12.3000
NaRbRbCsGeBrBrIIII,-0.17634,-0.04879,0.12755,Benzene,2.2840
NaRbRbCsGeClBrBrBrBrBr,-0.19095,-0.0467,0.14425,Ethanol,24.3000
NaRbRbCsGeClBrBrIII,-0.19671,-0.07616,0.12055,Water,78.5400
NaRbRbCsGeClClBrBrBrBr,-0.21037,-0.07635,0.13402,n-hexane,1.8900
NaRbRbCsGeClClBrBrBrI,-0.1866,-0.04863,0.13797,Methylene chloride,9.0800
NaRbRbCsGeClClBrBrII,-0.18816,-0.06191,0.12625,Chlorofom,4.8060
NaRbRbCsGeClClClBrBrI,-0.20069,-0.05936,0.14133,Dimethyl sulfoxide,46.7000
NaRbRbCsGeClClClClBrI,-0.19342,-0.05718,0.13624,Chlorofom,4.8060
NaRbRbCsGeClClClClClBr,-0.18729,-0.0624,0.12489,Carbon tetrachloride,2.2380
NaRbRbCsGeClClClClClCl,-0.20207,-0.06462,0.13745,Methanol,32.6300
NaRbRbCsGeClClClClClI,-0.19714,-0.04799,0.14915,Methanol,32.6300
NaRbRbCsGeClClClIII,-0.20345,-0.08573,0.11772,Methylene chloride,9.0800
NaRbRbCsGeClClIIII,-0.1844,-0.07829,0.10611,n-hexadecane,2.0600
NaRbRbCsGeClIIIII,-0.18151,-0.05315,0.12836,Diethyl ether,4.3350
NaRbRbCsGeFBrBrBrBrBr,-0.2244,-0.07885,0.14555,Carbon tetrachloride,2.2380
NaRbRbCsGeFClBrBrBrI,-0.19044,-0.06169,0.12875,Chlorofom,4.8060
NaRbRbCsGeFClBrBrII,-0.19218,-0.06437,0.12781,Ethanol,24.3000
NaRbRbCsGeFClBrIII,-0.19326,-0.0694,0.12386,Methanol,32.6300
NaRbRbCsGeFClClClClCl,-0.21717,-0.06014,0.15703,n-hexane,1.8900
NaRbRbCsGeFClClClClI,-0.18901,-0.05577,0.13324,Carbon tetrachloride,2.2380
NaRbRbCsGeFClClClII,-0.19556,-0.06022,0.13534,Acetonitrile,37.5000
NaRbRbCsGeFClClIII,-0.20357,-0.08691,0.11666,n-hexane,1.8900
NaRbRbCsGeFClIIII,-0.19515,-0.08129,0.11386,Benzene,2.2840
NaRbRbCsGeFFBrBrBrBr,-0.19066,-0.06509,0.12557,n-hexane,1.8900
NaRbRbCsGeFFBrBrBrI,-0.18532,-0.07718,0.10814,Methylene chloride,9.0800
NaRbRbCsGeFFClClBrI,-0.17711,-0.05604,0.12107,Carbon tetrachloride,2.2380
NaRbRbCsGeFFClClClBr,-0.21546,-0.06256,0.1529,Nitrobenzene,35.7000
NaRbRbCsGeFFFClBrBr,-0.19032,-0.03429,0.15603,Nitrobenzene,35.7000
NaRbRbCsGeFFFClClCl,-0.1868,-0.05232,0.13448,Benzene,2.2840
NaRbRbCsGeFFFClII,-0.2043,-0.05305,0.15125,Carbon tetrachloride,2.2380
NaRbRbCsGeFFFFBrI,-0.19969,-0.05284,0.14685,Methanol,32.6300
NaRbRbCsGeFFFFClCl,-0.222,-0.04259,0.17941,n-hexadecane,2.0600
NaRbRbCsGeFFFFFBr,-0.20402,-0.03185,0.17217,Methylene chloride,9.0800
NaRbRbCsGeFFFFFF,-0.20316,-0.0397,0.16346,Methanol,32.6300
NaRbRbCsPbBrBrBrBrBrBr,-0.20235,-0.07951,0.12284,Carbon tetrachloride,2.2380
NaRbRbCsPbBrIIIII,-0.19617,-0.06179,0.13438,Chlorofom,4.8060
NaRbRbCsPbClClBrBrBrI,-0.20682,-0.05946,0.14736,Nitrobenzene,35.7000
NaRbRbCsPbClClClClClBr,-0.21171,-0.05162,0.16009,Water,78.5400
NaRbRbCsPbClClClIII,-0.19856,-0.05818,0.14038,Methylene chloride,9.0800
NaRbRbCsPbFClClBrBrBr,-0.19658,-0.04753,0.14905,Benzene,2.2840
NaRbRbCsPbFClClBrBrI,-0.20583,-0.07307,0.13276,n-hexane,1.8900
NaRbRbCsPbFClClClBrBr,-0.20857,-0.07375,0.13482,Carbon tetrachloride,2.2380
NaRbRbCsPbFClClClClCl,-0.22072,-0.07338,0.14734,Dimethyl sulfoxide,46.7000
NaRbRbCsPbFFBrBrBrI,-0.21261,-0.06675,0.14586,Dimethyl sulfoxide,46.7000
NaRbRbCsPbFFBrIII,-0.18762,-0.0462,0.14142,Diethyl ether,4.3350
NaRbRbCsPbFFClClClI,-0.20396,-0.06141,0.14255,Methylene chloride,9.0800
NaRbRbCsPbFFFBrBrBr,-0.2176,-0.05665,0.16095,Nitrobenzene,35.7000
NaRbRbCsPbFFFBrBrI,-0.2013,-0.0469,0.1544,Pyridine,12.3000
NaRbRbCsPbFFFClII,-0.19931,-0.05193,0.14738,Ethanol,24.3000
NaRbRbCsPbFFFFFF,-0.21644,-0.03892,0.17752,Ethanol,24.3000
NaRbRbCsPbFFFFFI,-0.19548,-0.05002,0.14546,Benzene,2.2840
NaRbRbCsPbFFFIII,-0.20159,-0.05744,0.14415,Methanol,32.6300
NaRbRbCsPbFIIIII,-0.19865,-0.09199,0.10666,Benzene,2.2840
NaRbRbCsSnBrIIIII,-0.18652,-0.0665,0.12002,Water,78.5400
NaRbRbCsSnClBrBrBrBrBr,-0.1865,-0.0515,0.135,Pyridine,12.3000
NaRbRbCsSnClBrBrBrBrI,-0.16803,-0.03958,0.12845,Benzene,2.2840
NaRbRbCsSnClClClBrBrBr,-0.18971,-0.0544,0.13531,Nitrobenzene,35.7000
NaRbRbCsSnClClClClBrI,-0.16743,-0.03418,0.13325,Carbon tetrachloride,2.2380
NaRbRbCsSnClClClClClBr,-0.16894,-0.03183,0.13711,n-hexane,1.8900
NaRbRbCsSnClClClIII,-0.1871,-0.05819,0.12891,Methanol,32.6300
NaRbRbCsSnClIIIII,-0.18213,-0.05884,0.12329,Methylene chloride,9.0800
NaRbRbCsSnFBrBrBrBrI,-0.18715,-0.07628,0.11087,Chlorofom,4.8060
NaRbRbCsSnFBrBrBrII,-0.18522,-0.06621,0.11901,Chlorofom,4.8060
NaRbRbCsSnFBrBrIII,-0.1832,-0.05584,0.12736,Methanol,32.6300
NaRbRbCsSnFClBrIII,-0.17442,-0.05082,0.1236,Carbon tetrachloride,2.2380
NaRbRbCsSnFClClBrII,-0.1824,-0.04761,0.13479,Acetonitrile,37.5000
NaRbRbCsSnFClIIII,-0.18257,-0.05912,0.12345,Acetonitrile,37.5000
NaRbRbCsSnFFBrBrBrBr,-0.17666,-0.03965,0.13701,Nitrobenzene,35.7000
NaRbRbCsSnFFBrBrII,-0.16059,-0.0359,0.12469,Carbon tetrachloride,2.2380
NaRbRbCsSnFFClBrBrI,-0.19234,-0.05022,0.14212,Diethyl ether,4.3350
NaRbRbCsSnFFClBrII,-0.18316,-0.04709,0.13607,Methanol,32.6300
NaRbRbCsSnFFClClBrI,-0.18642,-0.04652,0.1399,Water,78.5400
NaRbRbCsSnFFClClClCl,-0.19858,-0.06179,0.13679,Diethyl ether,4.3350
NaRbRbCsSnFFFBrBrBr,-0.17578,-0.06417,0.11161,Benzene,2.2840
NaRbRbCsSnFFFClClBr,-0.21302,-0.05816,0.15486,Acetonitrile,37.5000
NaRbRbCsSnFFFClClCl,-0.19675,-0.04588,0.15087,Diethyl ether,4.3350
NaRbRbCsSnFFFClII,-0.20246,-0.0522,0.15026,Water,78.5400
NaRbRbCsSnFFFFFCl,-0.18246,-0.05422,0.12824,Benzene,2.2840
NaRbRbCsSnFFFFFF,-0.18861,-0.03698,0.15163,Nitrobenzene,35.7000
NaRbRbCsSnFFFIII,-0.17764,-0.03974,0.1379,Chlorofom,4.8060
NaRbRbCsSnFFIIII,-0.17563,-0.05023,0.1254,Ethanol,24.3000
NaRbRbCsSnFIIIII,-0.17947,-0.05566,0.12381,Pyridine,12.3000
NaRbRbCsSnIIIIII,-0.18772,-0.07353,0.11419,Methylene chloride,9.0800
NaRbRbRbGeBrBrBrBrII,-0.18455,-0.04939,0.13516,Diethyl ether,4.3350
NaRbRbRbGeBrBrBrIII,-0.18423,-0.05346,0.13077,Diethyl ether,4.3350
NaRbRbRbGeBrBrIIII,-0.19176,-0.06125,0.13051,Acetone,20.7000
NaRbRbRbGeBrIIIII,-0.19269,-0.06273,0.12996,Nitrobenzene,35.7000
NaRbRbRbGeClBrBrBrII,-0.1845,-0.04929,0.13521,Chlorofom,4.8060
NaRbRbRbGeClBrBrIII,-0.18944,-0.06488,0.12456,Methylene chloride,9.0800
NaRbRbRbGeClClBrIII,-0.19162,-0.07953,0.11209,Diethyl ether,4.3350
NaRbRbRbGeClClClBrBrBr,-0.18976,-0.06868,0.12108,Benzene,2.2840
NaRbRbRbGeClClClIII,-0.18664,-0.09362,0.09302,n-hexadecane,2.0600
NaRbRbRbGeClClIIII,-0.19687,-0.08207,0.1148,Ethanol,24.3000
NaRbRbRbGeClIIIII,-0.17453,-0.04552,0.12901,Diethyl ether,4.3350
NaRbRbRbGeFBrIIII,-0.19074,-0.06143,0.12931,Acetonitrile,37.5000
NaRbRbRbGeFClClBrII,-0.20859,-0.08518,0.12341,Pyridine,12.3000
NaRbRbRbGeFClClClClI,-0.2018,-0.05277,0.14903,Ethanol,24.3000
NaRbRbRbGeFFClBrBrI,-0.18326,-0.03903,0.14423,Methanol,32.6300
NaRbRbRbGeFFClBrII,-0.19417,-0.06797,0.1262,Carbon tetrachloride,2.2380
NaRbRbRbGeFFClIII,-0.19055,-0.06596,0.12459,Acetone,20.7000
NaRbRbRbGeFFFClBrI,-0.20092,-0.03502,0.1659,Water,78.5400
NaRbRbRbGeFFFClClI,-0.20429,-0.04139,0.1629,Nitrobenzene,35.7000
NaRbRbRbGeFFFFBrBr,-0.16731,-0.02729,0.14002,Carbon tetrachloride,2.2380
NaRbRbRbGeFFFFFF,-0.18273,-0.03089,0.15184,Carbon tetrachloride,2.2380
NaRbRbRbGeFIIIII,-0.19616,-0.06166,0.1345,Dimethyl sulfoxide,46.7000
NaRbRbRbPbBrBrBrIII,-0.19903,-0.06227,0.13676,Diethyl ether,4.3350
NaRbRbRbPbClClBrBrII,-0.20748,-0.06223,0.14525,Methylene chloride,9.0800
NaRbRbRbPbClClBrIII,-0.20398,-0.08896,0.11502,n-hexane,1.8900
NaRbRbRbPbClClClClClI,-0.21344,-0.05711,0.15633,Nitrobenzene,35.7000
NaRbRbRbPbFBrBrIII,-0.20705,-0.06508,0.14197,Dimethyl sulfoxide,46.7000
NaRbRbRbPbFClBrBrBrI,-0.20988,-0.06076,0.14912,Nitrobenzene,35.7000
NaRbRbRbPbFClBrBrII,-0.20759,-0.06173,0.14586,Acetone,20.7000
NaRbRbRbPbFClBrIII,-0.20679,-0.06419,0.1426,Water,78.5400
NaRbRbRbPbFClClBrBrBr,-0.21002,-0.07146,0.13856,Diethyl ether,4.3350
NaRbRbRbPbFClClClClCl,-0.22025,-0.06924,0.15101,Ethanol,24.3000
NaRbRbRbPbFFBrBrBrBr,-0.20963,-0.05447,0.15516,Nitrobenzene,35.7000
NaRbRbRbPbFFBrIII,-0.1893,-0.0473,0.142,Diethyl ether,4.3350
NaRbRbRbPbFFClClBrBr,-0.19991,-0.0374,0.16251,Methylene chloride,9.0800
NaRbRbRbPbFFClClBrI,-0.21853,-0.06654,0.15199,Nitrobenzene,35.7000
NaRbRbRbPbFFClClClCl,-0.22205,-0.05851,0.16354,Chlorofom,4.8060
NaRbRbRbPbFFClClClI,-0.20551,-0.07237,0.13314,n-hexane,1.8900
NaRbRbRbPbFFClClII,-0.20707,-0.06609,0.14098,Benzene,2.2840
NaRbRbRbPbFFFClBrBr,-0.21243,-0.05131,0.16112,Nitrobenzene,35.7000
NaRbRbRbPbFFFClClBr,-0.21115,-0.04861,0.16254,Acetonitrile,37.5000
NaRbRbRbPbFFFClClCl,-0.22578,-0.05456,0.17122,Methanol,32.6300
NaRbRbRbPbFFFFBrI,-0.1971,-0.05506,0.14204,n-hexadecane,2.0600
NaRbRbRbPbFFFFFI,-0.20398,-0.04996,0.15402,Acetonitrile,37.5000
NaRbRbRbPbFFFIII,-0.18909,-0.05189,0.1372,Diethyl ether,4.3350
NaRbRbRbPbFIIIII,-0.19869,-0.08599,0.1127,n-hexadecane,2.0600
NaRbRbRbSnBrBrBrBrBrI,-0.1872,-0.05594,0.13126,Ethanol,24.3000
NaRbRbRbSnBrBrBrBrII,-0.18908,-0.05784,0.13124,Ethanol,24.3000
NaRbRbRbSnBrBrBrIII,-0.17758,-0.05755,0.12003,n-hexane,1.8900
NaRbRbRbSnBrBrIIII,-0.18035,-0.05667,0.12368,Diethyl ether,4.3350
NaRbRbRbSnBrIIIII,-0.18187,-0.06544,0.11643,Diethyl ether,4.3350
NaRbRbRbSnClBrBrBrBrI,-0.17293,-0.04305,0.12988,n-hexane,1.8900
NaRbRbRbSnClClBrBrBrI,-0.17254,-0.04119,0.13135,n-hexadecane,2.0600
NaRbRbRbSnClClClBrBrBr,-0.18724,-0.06945,0.11779,Benzene,2.2840
NaRbRbRbSnClClClBrII,-0.1709,-0.04141,0.12949,n-hexadecane,2.0600
NaRbRbRbSnClClClClClBr,-0.18519,-0.04138,0.14381,Ethanol,24.3000
NaRbRbRbSnClClClClClCl,-0.18676,-0.03819,0.14857,Acetonitrile,37.5000
NaRbRbRbSnClClIIII,-0.17834,-0.05539,0.12295,Diethyl ether,4.3350
NaRbRbRbSnFBrBrIII,-0.18599,-0.05471,0.13128,Methylene chloride,9.0800
NaRbRbRbSnFClBrBrBrI,-0.18729,-0.05368,0.13361,Ethanol,24.3000
NaRbRbRbSnFClClClBrBr,-0.19508,-0.05536,0.13972,Ethanol,24.3000
NaRbRbRbSnFFBrBrBrBr,-0.18748,-0.05752,0.12996,Ethanol,24.3000
NaRbRbRbSnFFBrBrII,-0.18176,-0.07085,0.11091,n-hexadecane,2.0600
NaRbRbRbSnFFBrIII,-0.16895,-0.0405,0.12845,Diethyl ether,4.3350
NaRbRbRbSnFFClBrII,-0.16837,-0.03622,0.13215,Diethyl ether,4.3350
NaRbRbRbSnFFClClBrBr,-0.1681,-0.0263,0.1418,Chlorofom,4.8060
NaRbRbRbSnFFClClClCl,-0.19651,-0.04768,0.14883,Chlorofom,4.8060
NaRbRbRbSnFFClIII,-0.16906,-0.03952,0.12954,Chlorofom,4.8060
NaRbRbRbSnFFFClBrI,-0.19161,-0.0523,0.13931,n-hexadecane,2.0600
NaRbRbRbSnFFFFBrI,-0.19671,-0.0418,0.15491,Nitrobenzene,35.7000
NaRbRbRbSnFFFFFCl,-0.20624,-0.05184,0.1544,Chlorofom,4.8060
NaRbRbRbSnFFFFFF,-0.17952,-0.03415,0.14537,Diethyl ether,4.3350
NaRbRbRbSnFFFIII,-0.20841,-0.07238,0.13603,Acetonitrile,37.5000
RbCsCsCsGeBrBrBrBrBrBr,-0.1831,-0.03835,0.14475,Acetonitrile,37.5000
RbCsCsCsGeBrBrBrBrBrI,-0.16748,-0.06113,0.10635,n-hexane,1.8900
RbCsCsCsGeBrBrIIII,-0.1798,-0.04968,0.13012,Pyridine,12.3000
RbCsCsCsGeClBrBrBrBrI,-0.17875,-0.05225,0.1265,Chlorofom,4.8060
RbCsCsCsGeClBrIIII,-0.16087,-0.03765,0.12322,n-hexane,1.8900
RbCsCsCsGeClClClBrBrBr,-0.1804,-0.05433,0.12607,Chlorofom,4.8060
RbCsCsCsGeClClClClBrI,-0.16745,-0.05989,0.10756,n-hexadecane,2.0600
RbCsCsCsGeClClClClII,-0.16801,-0.06461,0.1034,n-hexadecane,2.0600
RbCsCsCsGeFBrBrBrBrBr,-0.20127,-0.07407,0.1272,Ethanol,24.3000
RbCsCsCsGeFBrBrBrBrI,-0.18755,-0.072,0.11555,Diethyl ether,4.3350
RbCsCsCsGeFBrBrBrII,-0.17112,-0.06182,0.1093,Carbon tetrachloride,2.2380
RbCsCsCsGeFBrIIII,-0.17264,-0.05076,0.12188,n-hexane,1.8900
RbCsCsCsGeFClClBrBrBr,-0.18568,-0.033,0.15268,Pyridine,12.3000
RbCsCsCsGeFClClBrBrI,-0.19485,-0.05279,0.14206,Nitrobenzene,35.7000
RbCsCsCsGeFClClBrII,-0.16814,-0.04037,0.12777,Carbon tetrachloride,2.2380
RbCsCsCsGeFFBrBrBrBr,-0.17082,-0.0487,0.12212,Benzene,2.2840
RbCsCsCsGeFFClBrBrI,-0.19574,-0.05515,0.14059,Ethanol,24.3000
RbCsCsCsGeFFClBrII,-0.197,-0.05828,0.13872,Water,78.5400
RbCsCsCsGeFFClClClCl,-0.16809,-0.04515,0.12294,n-hexane,1.8900
RbCsCsCsGeFFClClII,-0.18899,-0.03891,0.15008,Acetone,20.7000
RbCsCsCsGeFFFBrBrBr,-0.17812,-0.0255,0.15262,Acetonitrile,37.5000
RbCsCsCsGeFFFBrII,-0.18093,-0.05722,0.12371,Diethyl ether,4.3350
RbCsCsCsGeFFFClBrI,-0.19625,-0.04792,0.14833,Acetonitrile,37.5000
RbCsCsCsGeFFFClClI,-0.16012,-0.03695,0.12317,n-hexadecane,2.0600
RbCsCsCsGeFFFIII,-0.19783,-0.0618,0.13603,Nitrobenzene,35.7000
RbCsCsCsGeIIIIII,-0.17288,-0.04404,0.12884,Chlorofom,4.8060
RbCsCsCsPbBrIIIII,-0.1771,-0.04425,0.13285,n-hexane,1.8900
RbCsCsCsPbClBrBrBrBrI,-0.17331,-0.03204,0.14127,n-hexane,1.8900
RbCsCsCsPbClClBrBrII,-0.20046,-0.05589,0.14457,Dimethyl sulfoxide,46.7000
RbCsCsCsPbClClBrIII,-0.1928,-0.0526,0.1402,Methylene chloride,9.0800
RbCsCsCsPbClClClClClCl,-0.17676,-0.02521,0.15155,n-hexadecane,2.0600
RbCsCsCsPbFClBrBrBrBr,-0.20066,-0.04398,0.15668,Nitrobenzene,35.7000
RbCsCsCsPbFClBrIII,-0.18979,-0.04922,0.14057,Methylene chloride,9.0800
RbCsCsCsPbFClClClBrBr,-0.17466,-0.02606,0.1486,n-hexadecane,2.0600
RbCsCsCsPbFClClClClI,-0.19822,-0.04354,0.15468,Methanol,32.6300
RbCsCsCsPbFClClIII,-0.19651,-0.05529,0.14122,Acetonitrile,37.5000
RbCsCsCsPbFFBrBrBrI,-0.1704,-0.02914,0.14126,Carbon tetrachloride,2.2380
RbCsCsCsPbFFClBrBrI,-0.19396,-0.03952,0.15444,Nitrobenzene,35.7000
RbCsCsCsPbFFClBrII,-0.16903,-0.02935,0.13968,n-hexadecane,2.0600
RbCsCsCsPbFFClClClBr,-0.19865,-0.03627,0.16238,Nitrobenzene,35.7000
RbCsCsCsPbFFClClII,-0.17074,-0.02783,0.14291,Benzene,2.2840
RbCsCsCsPbFFClIII,-0.19324,-0.04956,0.14368,Acetonitrile,37.5000
RbCsCsCsPbFFFBrBrBr,-0.2091,-0.04512,0.16398,Pyridine,12.3000
RbCsCsCsPbFFFClBrI,-0.19978,-0.03661,0.16317,Ethanol,24.3000
RbCsCsCsPbFFFClClBr,-0.2137,-0.04565,0.16805,Acetonitrile,37.5000
RbCsCsCsPbFFFClClCl,-0.16713,-0.0215,0.14563,Benzene,2.2840
RbCsCsCsPbFFFClII,-0.20356,-0.04916,0.1544,Acetonitrile,37.5000
RbCsCsCsPbFFFFClBr,-0.19944,-0.03574,0.1637,Nitrobenzene,35.7000
RbCsCsCsPbFFFFFI,-0.18709,-0.02394,0.16315,Methylene chloride,9.0800
RbCsCsCsPbFFIIII,-0.19384,-0.05522,0.13862,Methanol,32.6300
RbCsCsCsSnBrBrBrBrII,-0.1794,-0.04744,0.13196,Water,78.5400
RbCsCsCsSnClBrBrBrBrI,-0.17159,-0.04226,0.12933,Chlorofom,4.8060
RbCsCsCsSnClClBrBrBrI,-0.18105,-0.05264,0.12841,Ethanol,24.3000
RbCsCsCsSnClClBrBrII,-0.16882,-0.04382,0.125,Chlorofom,4.8060
RbCsCsCsSnClClClClBrBr,-0.1812,-0.04001,0.14119,Acetonitrile,37.5000
RbCsCsCsSnClIIIII,-0.17861,-0.05193,0.12668,Pyridine,12.3000
RbCsCsCsSnFBrBrBrBrBr,-0.16507,-0.03258,0.13249,Diethyl ether,4.3350
RbCsCsCsSnFBrBrIII,-0.1618,-0.04367,0.11813,n-hexadecane,2.0600
RbCsCsCsSnFBrIIII,-0.18507,-0.06317,0.1219,Nitrobenzene,35.7000
RbCsCsCsSnFClBrBrBrI,-0.18157,-0.04905,0.13252,Nitrobenzene,35.7000
RbCsCsCsSnFClClBrII,-0.16909,-0.03897,0.13012,Diethyl ether,4.3350
RbCsCsCsSnFClClClClI,-0.16166,-0.0279,0.13376,Chlorofom,4.8060
RbCsCsCsSnFFBrBrBrI,-0.1468,-0.02907,0.11773,n-hexadecane,2.0600
RbCsCsCsSnFFBrIII,-0.15134,-0.03133,0.12001,Carbon tetrachloride,2.2380
RbCsCsCsSnFFClClClCl,-0.17647,-0.03422,0.14225,Pyridine,12.3000
RbCsCsCsSnFFFClClCl,-0.14983,-0.02715,0.12268,Benzene,2.2840
RbCsCsCsSnFFFClII,-0.18015,-0.03916,0.14099,Acetone,20.7000
RbCsCsCsSnFFFFClBr,-0.16058,-0.02241,0.13817,Chlorofom,4.8060
RbCsCsCsSnFFFFFI,-0.13445,-0.02443,0.11002,Carbon tetrachloride,2.2380
RbCsCsCsSnIIIIII,-0.15879,-0.0384,0.12039,n-hexadecane,2.0600
RbRbCsCsGeBrBrBrBrBrI,-0.18173,-0.04422,0.13751,Pyridine,12.3000
RbRbCsCsGeClBrBrBrBrI,-0.18739,-0.05047,0.13692,Ethanol,24.3000
RbRbCsCsGeClBrBrIII,-0.18839,-0.05603,0.13236,Acetonitrile,37.5000
RbRbCsCsGeClClClBrBrBr,-0.18751,-0.05305,0.13446,Methylene chloride,9.0800
RbRbCsCsGeClClClBrBrI,-0.19261,-0.05678,0.13583,Ethanol,24.3000
RbRbCsCsGeFClClClClBr,-0.18839,-0.04879,0.1396,Carbon tetrachloride,2.2380
RbRbCsCsGeFFBrBrBrI,-0.1714,-0.04204,0.12936,n-hexadecane,2.0600
RbRbCsCsGeFFBrBrII,-0.18879,-0.0501,0.13869,Water,78.5400
RbRbCsCsGeFFClBrBrBr,-0.16893,-0.03636,0.13257,Benzene,2.2840
RbRbCsCsGeFFClBrII,-0.18635,-0.05565,0.1307,Ethanol,24.3000
RbRbCsCsGeFFClClClI,-0.18296,-0.0304,0.15256,Nitrobenzene,35.7000
RbRbCsCsGeFFClClII,-0.17033,-0.02842,0.14191,Diethyl ether,4.3350
RbRbCsCsGeFFFClBrBr,-0.18314,-0.02607,0.15707,Pyridine,12.3000
RbRbCsCsGeFFFFBrBr,-0.19645,-0.05056,0.14589,Acetone,20.7000
RbRbCsCsGeFFFFFCl,-0.1961,-0.03915,0.15695,Chlorofom,4.8060
RbRbCsCsPbClClBrBrII,-0.20212,-0.05684,0.14528,Dimethyl sulfoxide,46.7000
RbRbCsCsPbClClClBrBrBr,-0.20142,-0.04557,0.15585,Methanol,32.6300
RbRbCsCsPbClClClClBrBr,-0.2028,-0.04582,0.15698,Methylene chloride,9.0800
RbRbCsCsPbFBrBrBrBrI,-0.1804,-0.03839,0.14201,Benzene,2.2840
RbRbCsCsPbFClBrBrBrBr,-0.20066,-0.04528,0.15538,Methanol,32.6300
RbRbCsCsPbFClBrBrBrI,-0.19548,-0.04889,0.14659,Pyridine,12.3000
RbRbCsCsPbFClBrIII,-0.19312,-0.05688,0.13624,Methylene chloride,9.0800
RbRbCsCsPbFClClBrBrI,-0.19411,-0.04103,0.15308,Pyridine,12.3000
RbRbCsCsPbFClClClBrI,-0.188,-0.03354,0.15446,Diethyl ether,4.3350
RbRbCsCsPbFClClClClCl,-0.16209,-0.03129,0.1308,n-hexane,1.8900
RbRbCsCsPbFClClIII,-0.19968,-0.0608,0.13888,Dimethyl sulfoxide,46.7000
RbRbCsCsPbFFBrIII,-0.17823,-0.044,0.13423,n-hexadecane,2.0600
RbRbCsCsPbFFClBrII,-0.19627,-0.04632,0.14995,Dimethyl sulfoxide,46.7000
RbRbCsCsPbFFClClBrI,-0.20035,-0.04959,0.15076,Acetonitrile,37.5000
RbRbCsCsPbFFClClClCl,-0.1771,-0.02617,0.15093,Benzene,2.2840
RbRbCsCsPbFFFBrBrI,-0.18865,-0.03405,0.1546,Pyridine,12.3000
RbRbCsCsPbFFFClBrI,-0.19777,-0.04115,0.15662,Pyridine,12.3000
RbRbCsCsPbFFFClClCl,-0.21436,-0.04371,0.17065,Acetone,20.7000
RbRbCsCsPbFFFClClI,-0.19671,-0.03636,0.16035,Pyridine,12.3000
RbRbCsCsPbFFFFBrI,-0.19727,-0.04029,0.15698,Pyridine,12.3000
RbRbCsCsPbFFFFClBr,-0.17509,-0.04236,0.13273,n-hexane,1.8900
RbRbCsCsPbFFFFFBr,-0.20944,-0.03719,0.17225,Pyridine,12.3000
RbRbCsCsPbFFIIII,-0.17384,-0.03906,0.13478,n-hexane,1.8900
RbRbCsCsPbIIIIII,-0.19038,-0.05619,0.13419,Chlorofom,4.8060
RbRbCsCsSnBrBrIIII,-0.18159,-0.05626,0.12533,Acetone,20.7000
RbRbCsCsSnClClBrIII,-0.19329,-0.08485,0.10844,Acetone,20.7000
RbRbCsCsSnClClClBrBrI,-0.17509,-0.05176,0.12333,Diethyl ether,4.3350
RbRbCsCsSnClClClBrII,-0.16229,-0.03096,0.13133,Carbon tetrachloride,2.2380
RbRbCsCsSnClClClClBrBr,-0.18465,-0.05063,0.13402,Nitrobenzene,35.7000
RbRbCsCsSnClIIIII,-0.18153,-0.05758,0.12395,Methanol,32.6300
RbRbCsCsSnFBrBrBrBrI,-0.16955,-0.04478,0.12477,n-hexadecane,2.0600
RbRbCsCsSnFClBrBrII,-0.17179,-0.04466,0.12713,Methanol,32.6300
RbRbCsCsSnFClClBrBrBr,-0.17142,-0.034,0.13742,Methylene chloride,9.0800
RbRbCsCsSnFClClClClCl,-0.16262,-0.02682,0.1358,Chlorofom,4.8060
RbRbCsCsSnFClClClClI,-0.1667,-0.0359,0.1308,Chlorofom,4.8060
RbRbCsCsSnFFBrBrBrBr,-0.15631,-0.0285,0.12781,Diethyl ether,4.3350
RbRbCsCsSnFFBrBrBrI,-0.17719,-0.04734,0.12985,Acetonitrile,37.5000
RbRbCsCsSnFFClBrBrI,-0.1546,-0.02836,0.12624,Diethyl ether,4.3350
RbRbCsCsSnFFClBrII,-0.16827,-0.05415,0.11412,Chlorofom,4.8060
RbRbCsCsSnFFClClBrBr,-0.17025,-0.03549,0.13476,Diethyl ether,4.3350
RbRbCsCsSnFFClClClCl,-0.16525,-0.02586,0.13939,Dimethyl sulfoxide,46.7000
RbRbCsCsSnFFClClClI,-0.1502,-0.0326,0.1176,Benzene,2.2840
RbRbCsCsSnFFFBrBrBr,-0.19278,-0.04706,0.14572,Methylene chloride,9.0800
